"REF_DATE","GEO","DGUID","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2022-01","Ontario","2016A000235","Job vacancy rate","Percentage","242","units","0","v1374464872","37.3","5.4","A","","","1"
"2022-01","Ottawa, Ontario","2016S05003510","Job vacancies","Number","223","units","0","v1374464873","38.1","35840","A","","","0"
"2022-01","Ottawa, Ontario","2016S05003510","Payroll employees","Number","223","units","0","v1374464874","38.2","601055","A","","","0"
"2022-01","Ottawa, Ontario","2016S05003510","Job vacancy rate","Percentage","242","units","0","v1374464875","38.3","5.6","A","","","1"
"2022-01","Kingston-Pembroke, Ontario","2016S05003515","Job vacancies","Number","223","units","0","v1374464876","39.1","10295","B","","","0"
"2022-01","Kingston-Pembroke, Ontario","2016S05003515","Payroll employees","Number","223","units","0","v1374464877","39.2","175585","A","","","0"
"2022-01","Kingston-Pembroke, Ontario","2016S05003515","Job vacancy rate","Percentage","242","units","0","v1374464878","39.3","5.5","B","","","1"
"2022-01","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancies","Number","223","units","0","v1374464879","40.1","10285","B","","","0"
"2022-01","Muskoka-Kawarthas, Ontario","2016S05003520","Payroll employees","Number","223","units","0","v1374464880","40.2","126430","A","","","0"
"2022-01","Muskoka-Kawarthas, Ontario","2016S05003520","Job vacancy rate","Percentage","242","units","0","v1374464881","40.3","7.5","B","","","1"
"2022-01","Toronto, Ontario","2016S05003530","Job vacancies","Number","223","units","0","v1374464882","41.1","172255","A","","","0"
"2022-01","Toronto, Ontario","2016S05003530","Payroll employees","Number","223","units","0","v1374464883","41.2","3168850","A","","","0"
"2022-01","Toronto, Ontario","2016S05003530","Job vacancy rate","Percentage","242","units","0","v1374464884","41.3","5.2","A","","","1"
"2022-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancies","Number","223","units","0","v1374464885","42.1","35695","A","","","0"
"2022-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Payroll employees","Number","223","units","0","v1374464886","42.2","595775","A","","","0"
"2022-01","Kitchener-Waterloo-Barrie, Ontario","2016S05003540","Job vacancy rate","Percentage","242","units","0","v1374464887","42.3","5.7","A","","","1"
"2022-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancies","Number","223","units","0","v1374464888","43.1","33725","A","","","0"
"2022-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Payroll employees","Number","223","units","0","v1374464889","43.2","617155","A","","","0"
"2022-01","Hamilton-Niagara Peninsula, Ontario","2016S05003550","Job vacancy rate","Percentage","242","units","0","v1374464890","43.3","5.2","A","","","1"
"2022-01","London, Ontario","2016S05003560","Job vacancies","Number","223","units","0","v1374464891","44.1","18345","A","","","0"
"2022-01","London, Ontario","2016S05003560","Payroll employees","Number","223","units","0","v1374464892","44.2","308385","A","","","0"
"2022-01","London, Ontario","2016S05003560","Job vacancy rate","Percentage","242","units","0","v1374464893","44.3","5.6","A","","","1"
"2022-01","Windsor-Sarnia, Ontario","2016S05003570","Job vacancies","Number","223","units","0","v1374464894","45.1","12050","A","","","0"
"2022-01","Windsor-Sarnia, Ontario","2016S05003570","Payroll employees","Number","223","units","0","v1374464895","45.2","258155","A","","","0"
"2022-01","Windsor-Sarnia, Ontario","2016S05003570","Job vacancy rate","Percentage","242","units","0","v1374464896","45.3","4.5","A","","","1"
"2022-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Job vacancies","Number","223","units","0","v1374464897","46.1","8620","B","","","0"
"2022-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Payroll employees","Number","223","units","0","v1374464898","46.2","128585","A","","","0"
"2022-01","Stratford-Bruce Peninsula, Ontario","2016S05003580","Job vacancy rate","Percentage","242","units","0","v1374464899","46.3","6.3","B","","","1"
"2022-01","Northeast, Ontario","2016S05003590","Job vacancies","Number","223","units","0","v1374464900","47.1","14125","B","","","0"
"2022-01","Northeast, Ontario","2016S05003590","Payroll employees","Number","223","units","0","v1374464901","47.2","221705","A","","","0"
"2022-01","Northeast, Ontario","2016S05003590","Job vacancy rate","Percentage","242","units","0","v1374464902","47.3","6.0","A","","","1"
"2022-01","Northwest, Ontario","2016S05003595","Job vacancies","Number","223","units","0","v1374464903","48.1","6170","B","","","0"
"2022-01","Northwest, Ontario","2016S05003595","Payroll employees","Number","223","units","0","v1374464904","48.2","99315","A","","","0"
"2022-01","Northwest, Ontario","2016S05003595","Job vacancy rate","Percentage","242","units","0","v1374464905","48.3","5.9","B","","","1"
"2022-01","Manitoba","2016A000246","Job vacancies","Number","223","units","0","v1374464906","49.1","27895","A","","","0"
"2022-01","Manitoba","2016A000246","Payroll employees","Number","223","units","0","v1374464907","49.2","589765","A","","","0"
"2022-01","Manitoba","2016A000246","Job vacancy rate","Percentage","242","units","0","v1374464908","49.3","4.5","A","","","1"
"2022-01","Southeast, Manitoba","2016S05004610","Job vacancies","Number","223","units","0","v1374464909","50.1","2385","B","","","0"
"2022-01","Southeast, Manitoba","2016S05004610","Payroll employees","Number","223","units","0","v1374464910","50.2","44265","A","","","0"
"2022-01","Southeast, Manitoba","2016S05004610","Job vacancy rate","Percentage","242","units","0","v1374464911","50.3","5.1","B","","","1"
"2022-01","South Central and North Central, Manitoba","","Job vacancies","Number","223","units","0","v1374464912","51.1","2315","B","","","0"
"2022-01","South Central and North Central, Manitoba","","Payroll employees","Number","223","units","0","v1374464913","51.2","54235","A","","","0"
"2022-01","South Central and North Central, Manitoba","","Job vacancy rate","Percentage","242","units","0","v1374464914","51.3","4.1","B","","","1"
"2022-01","Southwest, Manitoba","2016S05004630","Job vacancies","Number","223","units","0","v1374464915","52.1","2205","B","","","0"
"2022-01","Southwest, Manitoba","2016S05004630","Payroll employees","Number","223","units","0","v1374464916","52.2","50890","A","","","0"
"2022-01","Southwest, Manitoba","2016S05004630","Job vacancy rate","Percentage","242","units","0","v1374464917","52.3","4.2","B","","","1"
"2022-01","Winnipeg, Manitoba","2016S05004650","Job vacancies","Number","223","units","0","v1374464918","53.1","17940","A","","","0"
"2022-01","Winnipeg, Manitoba","2016S05004650","Payroll employees","Number","223","units","0","v1374464919","53.2","380935","A","","","0"
"2022-01","Winnipeg, Manitoba","2016S05004650","Job vacancy rate","Percentage","242","units","0","v1374464920","53.3","4.5","A","","","1"
"2022-01","Interlake, Manitoba","2016S05004660","Job vacancies","Number","223","units","0","v1374464921","54.1","1275","C","","","0"
"2022-01","Interlake, Manitoba","2016S05004660","Payroll employees","Number","223","units","0","v1374464922","54.2","24560","A","","","0"
"2022-01","Interlake, Manitoba","2016S05004660","Job vacancy rate","Percentage","242","units","0","v1374464923","54.3","4.9","B","","","1"
"2022-01","Parklands and North, Manitoba","","Job vacancies","Number","223","units","0","v1374464924","55.1","1770","C","","","0"
"2022-01","Parklands and North, Manitoba","","Payroll employees","Number","223","units","0","v1374464925","55.2","34875","A","","","0"
"2022-01","Parklands and North, Manitoba","","Job vacancy rate","Percentage","242","units","0","v1374464926","55.3","4.8","B","","","1"
"2022-01","Saskatchewan","2016A000247","Job vacancies","Number","223","units","0","v1374464927","56.1","22160","A","","","0"
"2022-01","Saskatchewan","2016A000247","Payroll employees","Number","223","units","0","v1374464928","56.2","467225","A","","","0"
"2022-01","Saskatchewan","2016A000247","Job vacancy rate","Percentage","242","units","0","v1374464929","56.3","4.5","A","","","1"
"2022-01","Regina-Moose Mountain, Saskatchewan","2016S05004710","Job vacancies","Number","223","units","0","v1374464930","57.1","6550","B","","","0"
"2022-01","Regina-Moose Mountain, Saskatchewan","2016S05004710","Payroll employees","Number","223","units","0","v1374464931","57.2","151855","A","","","0"
"2022-01","Regina-Moose Mountain, Saskatchewan","2016S05004710","Job vacancy rate","Percentage","242","units","0","v1374464932","57.3","4.1","B","","","1"
"2022-01","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Job vacancies","Number","223","units","0","v1374464933","58.1","1800","C","","","0"
"2022-01","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Payroll employees","Number","223","units","0","v1374464934","58.2","35810","A","","","0"
"2022-01","Swift Current-Moose Jaw, Saskatchewan","2016S05004720","Job vacancy rate","Percentage","242","units","0","v1374464935","58.3","4.8","C","","","1"
"2022-01","Saskatoon-Biggar, Saskatchewan","2016S05004730","Job vacancies","Number","223","units","0","v1374464936","59.1","8345","B","","","0"
"2022-01","Saskatoon-Biggar, Saskatchewan","2016S05004730","Payroll employees","Number","223","units","0","v1374464937","59.2","171865","A","","","0"
"2022-01","Saskatoon-Biggar, Saskatchewan","2016S05004730","Job vacancy rate","Percentage","242","units","0","v1374464938","59.3","4.6","B","","","1"
"2022-01","Yorkton-Melville, Saskatchewan","2016S05004740","Job vacancies","Number","223","units","0","v1374464939","60.1","1610","C","","","0"
"2022-01","Yorkton-Melville, Saskatchewan","2016S05004740","Payroll employees","Number","223","units","0","v1374464940","60.2","29750","A","","","0"
"2022-01","Yorkton-Melville, Saskatchewan","2016S05004740","Job vacancy rate","Percentage","242","units","0","v1374464941","60.3","5.1","B","","","1"
"2022-01","Prince Albert and Northern, Saskatchewan","","Job vacancies","Number","223","units","0","v1374464942","61.1","3855","B","","","0"
"2022-01","Prince Albert and Northern, Saskatchewan","","Payroll employees","Number","223","units","0","v1374464943","61.2","77945","A","","","0"
"2022-01","Prince Albert and Northern, Saskatchewan","","Job vacancy rate","Percentage","242","units","0","v1374464944","61.3","4.7","B","","","1"
"2022-01","Alberta","2016A000248","Job vacancies","Number","223","units","0","v1374464945","62.1","95815","A","","","0"
"2022-01","Alberta","2016A000248","Payroll employees","Number","223","units","0","v1374464946","62.2","1910420","A","","","0"
"2022-01","Alberta","2016A000248","Job vacancy rate","Percentage","242","units","0","v1374464947","62.3","4.8","A","","","1"
"2022-01","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancies","Number","223","units","0","v1374464948","63.1","5685","B","","","0"
"2022-01","Lethbridge-Medicine Hat, Alberta","2016S05004810","Payroll employees","Number","223","units","0","v1374464949","63.2","123270","A","","","0"
"2022-01","Lethbridge-Medicine Hat, Alberta","2016S05004810","Job vacancy rate","Percentage","242","units","0","v1374464950","63.3","4.4","B","","","1"
"2022-01","Camrose-Drumheller, Alberta","2016S05004820","Job vacancies","Number","223","units","0","v1374464951","64.1","3560","B","","","0"
"2022-01","Camrose-Drumheller, Alberta","2016S05004820","Payroll employees","Number","223","units","0","v1374464952","64.2","72900","A","","","0"
"2022-01","Camrose-Drumheller, Alberta","2016S05004820","Job vacancy rate","Percentage","242","units","0","v1374464953","64.3","4.7","B","","","1"
"2022-01","Calgary, Alberta","2016S05004830","Job vacancies","Number","223","units","0","v1374464954","65.1","34955","A","","","0"
"2022-01","Calgary, Alberta","2016S05004830","Payroll employees","Number","223","units","0","v1374464955","65.2","735965","A","","","0"
"2022-01","Calgary, Alberta","2016S05004830","Job vacancy rate","Percentage","242","units","0","v1374464956","65.3","4.5","A","","","1"
"2022-01","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancies","Number","223","units","0","v1374464957","66.1","10095","B","","","0"
"2022-01","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Payroll employees","Number","223","units","0","v1374464958","66.2","152550","A","","","0"
"2022-01","Banff-Jasper-Rocky Mountain House and Athabasca-Grande Prairie-Peace River, Alberta","","Job vacancy rate","Percentage","242","units","0","v1374464959","66.3","6.2","B","","","1"
"2022-01","Red Deer, Alberta","2016S05004850","Job vacancies","Number","223","units","0","v1374464960","67.1","4435","B","","","0"
"2022-01","Red Deer, Alberta","2016S05004850","Payroll employees","Number","223","units","0","v1374464961","67.2","84795","A","","","0"
"2022-01","Red Deer, Alberta","2016S05004850","Job vacancy rate","Percentage","242","units","0","v1374464962","67.3","5.0","B","","","1"
"2022-01","Edmonton, Alberta","2016S05004860","Job vacancies","Number","223","units","0","v1374464963","68.1","33120","A","","","0"
"2022-01","Edmonton, Alberta","2016S05004860","Payroll employees","Number","223","units","0","v1374464964","68.2","660360","A","","","0"
"2022-01","Edmonton, Alberta","2016S05004860","Job vacancy rate","Percentage","242","units","0","v1374464965","68.3","4.8","A","","","1"
"2022-01","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancies","Number","223","units","0","v1374464966","69.1","3965","B","","","0"
"2022-01","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Payroll employees","Number","223","units","0","v1374464967","69.2","80580","B","","","0"
"2022-01","Wood Buffalo-Cold Lake, Alberta","2016S05004880","Job vacancy rate","Percentage","242","units","0","v1374464968","69.3","4.7","B","","","1"
"2022-01","British Columbia","2016A000259","Job vacancies","Number","223","units","0","v1374464969","70.1","152985","A","","","0"
"2022-01","British Columbia","2016A000259","Payroll employees","Number","223","units","0","v1374464970","70.2","2284410","A","","","0"
"2022-01","British Columbia","2016A000259","Job vacancy rate","Percentage","242","units","0","v1374464971","70.3","6.3","A","","","1"
"2022-01","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancies","Number","223","units","0","v1374464972","71.1","21470","A","","","0"
"2022-01","Vancouver Island and Coast, British Columbia","2016S05005910","Payroll employees","Number","223","units","0","v1374464973","71.2","328000","A","","","0"
"2022-01","Vancouver Island and Coast, British Columbia","2016S05005910","Job vacancy rate","Percentage","242","units","0","v1374464974","71.3","6.1","A","","","1"
"2022-01","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancies","Number","223","units","0","v1374464975","72.1","93930","A","","","0"
"2022-01","Lower Mainland-Southwest, British Columbia","2016S05005920","Payroll employees","Number","223","units","0","v1374464976","72.2","1492915","A","","","0"
"2022-01","Lower Mainland-Southwest, British Columbia","2016S05005920","Job vacancy rate","Percentage","242","units","0","v1374464977","72.3","5.9","A","","","1"
"2022-01","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancies","Number","223","units","0","v1374464978","73.1","21340","B","","","0"
"2022-01","Thompson-Okanagan, British Columbia","2016S05005930","Payroll employees","Number","223","units","0","v1374464979","73.2","253740","A","","","0"
"2022-01","Thompson-Okanagan, British Columbia","2016S05005930","Job vacancy rate","Percentage","242","units","0","v1374464980","73.3","7.8","A","","","1"
"2022-01","Kootenay, British Columbia","2016S05005940","Job vacancies","Number","223","units","0","v1374464981","74.1","5435","B","","","0"
"2022-01","Kootenay, British Columbia","2016S05005940","Payroll employees","Number","223","units","0","v1374464982","74.2","70545","B","","","0"
"2022-01","Kootenay, British Columbia","2016S05005940","Job vacancy rate","Percentage","242","units","0","v1374464983","74.3","7.2","B","","","1"
"2022-01","Cariboo, British Columbia","2016S05005950","Job vacancies","Number","223","units","0","v1374464984","75.1","5065","B","","","0"
"2022-01","Cariboo, British Columbia","2016S05005950","Payroll employees","Number","223","units","0","v1374464985","75.2","66360","A","","","0"
"2022-01","Cariboo, British Columbia","2016S05005950","Job vacancy rate","Percentage","242","units","0","v1374464986","75.3","7.1","B","","","1"
"2022-01","North Coast and Nechako, British Columbia","","Job vacancies","Number","223","units","0","v1374464987","76.1","3160","B","","","0"
"2022-01","North Coast and Nechako, British Columbia","","Payroll employees","Number","223","units","0","v1374464988","76.2","36930","A","","","0"
"2022-01","North Coast and Nechako, British Columbia","","Job vacancy rate","Percentage","242","units","0","v1374464989","76.3","7.9","B","","","1"
"2022-01","Northeast, British Columbia","2016S05005980","Job vacancies","Number","223","units","0","v1374464990","77.1","2585","C","","","0"
"2022-01","Northeast, British Columbia","2016S05005980","Payroll employees","Number","223","units","0","v1374464991","77.2","35920","B","","","0"
"2022-01","Northeast, British Columbia","2016S05005980","Job vacancy rate","Percentage","242","units","0","v1374464992","77.3","6.7","B","","","1"
"2022-01","Yukon","2016A000260","Job vacancies","Number","223","units","0","v1374464993","78.1","1425","B","","","0"
"2022-01","Yukon","2016A000260","Payroll employees","Number","223","units","0","v1374464994","78.2","18130","A","","","0"
"2022-01","Yukon","2016A000260","Job vacancy rate","Percentage","242","units","0","v1374464995","78.3","7.3","B","","","1"
"2022-01","Yukon","2016S05006010","Job vacancies","Number","223","units","0","v1374464996","79.1","1425","B","","","0"
"2022-01","Yukon","2016S05006010","Payroll employees","Number","223","units","0","v1374464997","79.2","18130","A","","","0"
"2022-01","Yukon","2016S05006010","Job vacancy rate","Percentage","242","units","0","v1374464998","79.3","7.3","B","","","1"
"2022-01","Northwest Territories","2016A000261","Job vacancies","Number","223","units","0","v1374464999","80.1","1270","B","","","0"
"2022-01","Northwest Territories","2016A000261","Payroll employees","Number","223","units","0","v1374465000","80.2","20790","A","","","0"
"2022-01","Northwest Territories","2016A000261","Job vacancy rate","Percentage","242","units","0","v1374465001","80.3","5.8","B","","","1"
"2022-01","Northwest Territories","2016S05006110","Job vacancies","Number","223","units","0","v1374465002","81.1","1270","B","","","0"
"2022-01","Northwest Territories","2016S05006110","Payroll employees","Number","223","units","0","v1374465003","81.2","20790","A","","","0"
"2022-01","Northwest Territories","2016S05006110","Job vacancy rate","Percentage","242","units","0","v1374465004","81.3","5.8","B","","","1"
"2022-01","Nunavut","2016A000262","Job vacancies","Number","223","units","0","v1374465005","82.1","415","C","","","0"
"2022-01","Nunavut","2016A000262","Payroll employees","Number","223","units","0","v1374465006","82.2","14915","A","","","0"
"2022-01","Nunavut","2016A000262","Job vacancy rate","Percentage","242","units","0","v1374465007","82.3","2.7","C","","","1"
"2022-01","Nunavut","2016S05006210","Job vacancies","Number","223","units","0","v1374465008","83.1","415","C","","","0"
"2022-01","Nunavut","2016S05006210","Payroll employees","Number","223","units","0","v1374465009","83.2","14915","A","","","0"
"2022-01","Nunavut","2016S05006210","Job vacancy rate","Percentage","242","units","0","v1374465010","83.3","2.7","C","","","1"
"2022-04","Canada","2016A000011124","Job vacancies","Number","223","units","0","v1374464762","1.1","990850","A","","","0"
"2022-04","Canada","2016A000011124","Payroll employees","Number","223","units","0","v1374464763","1.2","16558350","A","","","0"
"2022-04","Canada","2016A000011124","Job vacancy rate","Percentage","242","units","0","v1374464764","1.3","5.6","A","","","1"
"2022-04","Newfoundland and Labrador","2016A000210","Job vacancies","Number","223","units","0","v1374464765","2.1","7740","A","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Payroll employees","Number","223","units","0","v1374464766","2.2","198695","A","","","0"
"2022-04","Newfoundland and Labrador","2016A000210","Job vacancy rate","Percentage","242","units","0","v1374464767","2.3","3.8","A","","","1"
"2022-04","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancies","Number","223","units","0","v1374464768","3.1","4765","B","","","0"
"2022-04","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Payroll employees","Number","223","units","0","v1374464769","3.2","132045","A","","","0"
"2022-04","Avalon Peninsula, Newfoundland and Labrador","2016S05001010","Job vacancy rate","Percentage","242","units","0","v1374464770","3.3","3.5","B","","","1"
"2022-04","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancies","Number","223","units","0","v1374464771","4.1","1505","B","","","0"
"2022-04","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Payroll employees","Number","223","units","0","v1374464772","4.2","34725","A","","","0"
"2022-04","South Coast-Burin Peninsula and Notre Dame-Central Bonavista Bay, Newfoundland and Labrador","","Job vacancy rate","Percentage","242","units","0","v1374464773","4.3","4.2","B","","","1"
"2022-04","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancies","Number","223","units","0","v1374464774","5.1","1475","C","","","0"
"2022-04","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Payroll employees","Number","223","units","0","v1374464775","5.2","31920","A","","","0"
"2022-04","West Coast-Northern Peninsula-Labrador, Newfoundland and Labrador","2016S05001030","Job vacancy rate","Percentage","242","units","0","v1374464776","5.3","4.4","B","","","1"
"2022-04","Prince Edward Island","2016A000211","Job vacancies","Number","223","units","0","v1374464777","6.1","3915","B","","","0"
"2022-04","Prince Edward Island","2016A000211","Payroll employees","Number","223","units","0","v1374464778","6.2","67220","A","","","0"
"2022-04","Prince Edward Island","2016A000211","Job vacancy rate","Percentage","242","units","0","v1374464779","6.3","5.5","B","","","1"
"2022-04","Prince Edward Island","2016S05001110","Job vacancies","Number","223","units","0","v1374464780","7.1","3915","B","","","0"
"2022-04","Prince Edward Island","2016S05001110","Payroll employees","Number","223","units","0","v1374464781","7.2","67220","A","","","0"
"2022-04","Prince Edward Island","2016S05001110","Job vacancy rate","Percentage","242","units","0","v1374464782","7.3","5.5","B","","","1"
"2022-04","Nova Scotia","2016A000212","Job vacancies","Number","223","units","0","v1374464783","8.1","22260","A","","","0"
"2022-04","Nova Scotia","2016A000212","Payroll employees","Number","223","units","0","v1374464784","8.2","409900","A","","","0"
"2022-04","Nova Scotia","2016A000212","Job vacancy rate","Percentage","242","units","0","v1374464785","8.3","5.2","A","","","1"
"2022-04","Cape Breton, Nova Scotia","2016S05001210","Job vacancies","Number","223","units","0","v1374464786","9.1","","F","","","0"
"2022-04","Cape Breton, Nova Scotia","2016S05001210","Payroll employees","Number","223","units","0","v1374464787","9.2","","F","","","0"
"2022-04","Cape Breton, Nova Scotia","2016S05001210","Job vacancy rate","Percentage","242","units","0","v1374464788","9.3","","F","","","1"
"2022-04","North Shore, Nova Scotia","2016S05001220","Job vacancies","Number","223","units","0","v1374464789","10.1","2890","B","","","0"
"2022-04","North Shore, Nova Scotia","2016S05001220","Payroll employees","Number","223","units","0","v1374464790","10.2","51915","A","","","0"
"2022-04","North Shore, Nova Scotia","2016S05001220","Job vacancy rate","Percentage","242","units","0","v1374464791","10.3","5.3","B","","","1"
"2022-04","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancies","Number","223","units","0","v1374464792","11.1","2210","B","","","0"
"2022-04","Annapolis Valley, Nova Scotia","2016S05001230","Payroll employees","Number","223","units","0","v1374464793","11.2","41775","A","","","0"
"2022-04","Annapolis Valley, Nova Scotia","2016S05001230","Job vacancy rate","Percentage","242","units","0","v1374464794","11.3","5.0","B","","","1"
"2022-04","Southern, Nova Scotia","2016S05001240","Job vacancies","Number","223","units","0","v1374464795","12.1","2475","B","","","0"
"2022-04","Southern, Nova Scotia","2016S05001240","Payroll employees","Number","223","units","0","v1374464796","12.2","43065","A","","","0"
"2022-04","Southern, Nova Scotia","2016S05001240","Job vacancy rate","Percentage","242","units","0","v1374464797","12.3","5.4","B","","","1"
"2022-04","Halifax, Nova Scotia","2016S05001250","Job vacancies","Number","223","units","0","v1374464798","13.1","11985","A","","","0"
"2022-04","Halifax, Nova Scotia","2016S05001250","Payroll employees","Number","223","units","0","v1374464799","13.2","214005","A","","","0"
"2022-04","Halifax, Nova Scotia","2016S05001250","Job vacancy rate","Percentage","242","units","0","v1374464800","13.3","5.3","A","","","1"
"2022-04","New Brunswick","2016A000213","Job vacancies","Number","223","units","0","v1374464801","14.1","15510","A","","","0"
"2022-04","New Brunswick","2016A000213","Payroll employees","Number","223","units","0","v1374464802","14.2","315740","A","","","0"
"2022-04","New Brunswick","2016A000213","Job vacancy rate","Percentage","242","units","0","v1374464803","14.3","4.7","A","","","1"
"2022-04","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancies","Number","223","units","0","v1374464804","15.1","2765","B","","","0"
"2022-04","Campbellton-Miramichi, New Brunswick","2016S05001310","Payroll employees","Number","223","units","0","v1374464805","15.2","52650","A","","","0"
"2022-04","Campbellton-Miramichi, New Brunswick","2016S05001310","Job vacancy rate","Percentage","242","units","0","v1374464806","15.3","5.0","B","","","1"
"2022-04","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancies","Number","223","units","0","v1374464807","16.1","5460","B","","","0"
"2022-04","Moncton-Richibucto, New Brunswick","2016S05001320","Payroll employees","Number","223","units","0","v1374464808","16.2","108965","A","","","0"
"2022-04","Moncton-Richibucto, New Brunswick","2016S05001320","Job vacancy rate","Percentage","242","units","0","v1374464809","16.3","4.8","B","","","1"
"2022-04","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancies","Number","223","units","0","v1374464810","17.1","3170","B","","","0"
"2022-04","Saint John-St. Stephen, New Brunswick","2016S05001330","Payroll employees","Number","223","units","0","v1374464811","17.2","66140","A","","","0"
"2022-04","Saint John-St. Stephen, New Brunswick","2016S05001330","Job vacancy rate","Percentage","242","units","0","v1374464812","17.3","4.6","B","","","1"
"2022-04","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancies","Number","223","units","0","v1374464813","18.1","2545","B","","","0"
"2022-04","Fredericton-Oromocto, New Brunswick","2016S05001340","Payroll employees","Number","223","units","0","v1374464814","18.2","56260","A","","","0"
"2022-04","Fredericton-Oromocto, New Brunswick","2016S05001340","Job vacancy rate","Percentage","242","units","0","v1374464815","18.3","4.3","B","","","1"
"2022-04","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancies","Number","223","units","0","v1374464816","19.1","1565","B","","","0"
"2022-04","Edmundston-Woodstock, New Brunswick","2016S05001350","Payroll employees","Number","223","units","0","v1374464817","19.2","31725","A","","","0"
"2022-04","Edmundston-Woodstock, New Brunswick","2016S05001350","Job vacancy rate","Percentage","242","units","0","v1374464818","19.3","4.7","B","","","1"
"2022-04","Quebec","2016A000224","Job vacancies","Number","223","units","0","v1374464819","20.1","246795","A","","","0"
"2022-04","Quebec","2016A000224","Payroll employees","Number","223","units","0","v1374464820","20.2","3761950","A","","","0"
"2022-04","Quebec","2016A000224","Job vacancy rate","Percentage","242","units","0","v1374464821","20.3","6.2","A","","","1"
"2022-04","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancies","Number","223","units","0","v1374464822","21.1","1580","B","","","0"
"2022-04","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Payroll employees","Number","223","units","0","v1374464823","21.2","31755","A","","","0"
"2022-04","Gaspésie-Îles-de-la-Madeleine, Quebec","2016S05002410","Job vacancy rate","Percentage","242","units","0","v1374464824","21.3","4.7","B","","","1"
"2022-04","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancies","Number","223","units","0","v1374464825","22.1","4520","B","","","0"
"2022-04","Bas-Saint-Laurent, Quebec","2016S05002415","Payroll employees","Number","223","units","0","v1374464826","22.2","81485","B","","","0"
"2022-04","Bas-Saint-Laurent, Quebec","2016S05002415","Job vacancy rate","Percentage","242","units","0","v1374464827","22.3","5.3","B","","","1"
"2022-04","Capitale-Nationale, Quebec","2016S05002420","Job vacancies","Number","223","units","0","v1374464828","23.1","26350","A","","","0"
"2022-04","Capitale-Nationale, Quebec","2016S05002420","Payroll employees","Number","223","units","0","v1374464829","23.2","335020","A","","","0"
"2022-04","Capitale-Nationale, Quebec","2016S05002420","Job vacancy rate","Percentage","242","units","0","v1374464830","23.3","7.3","A","","","1"
"2022-04","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancies","Number","223","units","0","v1374464831","24.1","13115","A","","","0"
"2022-04","Chaudière-Appalaches, Quebec","2016S05002425","Payroll employees","Number","223","units","0","v1374464832","24.2","189525","A","","","0"
"2022-04","Chaudière-Appalaches, Quebec","2016S05002425","Job vacancy rate","Percentage","242","units","0","v1374464833","24.3","6.5","A","","","1"
"2022-04","Estrie, Quebec","2016S05002430","Job vacancies","Number","223","units","0","v1374464834","25.1","9155","B","","","0"
"2022-04","Estrie, Quebec","2016S05002430","Payroll employees","Number","223","units","0","v1374464835","25.2","147280","A","","","0"
"2022-04","Estrie, Quebec","2016S05002430","Job vacancy rate","Percentage","242","units","0","v1374464836","25.3","5.9","A","","","1"
"2022-04","Centre-du-Québec, Quebec","2016S05002433","Job vacancies","Number","223","units","0","v1374464837","26.1","6935","B","","","0"
